"","playerID","LOS","recent_year","G","AB","R","H","X2B","X3B","HR","RBI","SB","CS","SO","BB","IBB","HBP","SH","SF","GIDP","inducted"
"2001","freemch01",3,2006,50.3333333333333,95,15,21.3333333333333,3.33333333333333,2,1,9.66666666666667,2,2.33333333333333,22.6666666666667,9.33333333333333,1,0.333333333333333,1.33333333333333,0,2,"N"
"2003","freemje01",2,1909,86.5,289.5,23.5,71,7.5,3,0.5,24,4.5,1,33.5,20,1,2,6.5,1,3,"N"
"2005","freesda01",12,2019,98.6666666666667,313.166666666667,40.0833333333333,86.75,16.4166666666667,0.583333333333333,9.41666666666667,44.5833333333333,0.666666666666667,0.916666666666667,81.1666666666667,30.8333333333333,0.916666666666667,6.08333333333333,0.333333333333333,2,11.1666666666667,"N"
"2006","freesge01",3,1961,20.3333333333333,62.3333333333333,5.66666666666667,16,2.66666666666667,0.666666666666667,1,7.66666666666667,0.333333333333333,0.333333333333333,7.33333333333333,6,1,0.666666666666667,1,0.666666666666667,2.33333333333333,"N"
"2007","freesge02",15,1966,74.3333333333333,229.733333333333,28.6,58.4666666666667,10.7333333333333,1.86666666666667,7.66666666666667,28.8,3.4,1.73333333333333,35.6666666666667,16.2,1.86666666666667,1.33333333333333,3.2,1.8,5,"N"
"2008","fregoji01",20,1978,95.1,326.15,42.2,86.3,13.2,3.9,7.55,35.3,3.8,2,54.85,35.75,2.4,1.6,3.95,2.65,6.25,"N"
"2009","freigho01",9,1928,64.3333333333333,219.333333333333,24.8888888888889,59.6666666666667,11,2.77777777777778,1.66666666666667,25.1111111111111,3.55555555555556,1.88888888888889,17.8888888888889,15.3333333333333,1,0.666666666666667,6.44444444444444,1,3,"N"
"2010","freimna01",2,2014,58,138.5,11,35.5,6.5,0.5,4.5,19.5,0,0,27,9.5,0.5,1.5,0,1,7,"N"
"2011","freitda01",4,2019,14.75,31.25,3.25,6.25,2,0,0.25,2,0,0,8.5,3,0,0,0.25,0.25,1,"N"
"2012","frencch01",3,1910,35,125.666666666667,12,26,1.66666666666667,0.666666666666667,0,6.66666666666667,4.33333333333333,1,16.3333333333333,8.66666666666667,1,2,3,1,3,"N"
"2013","frencji01",7,1971,33.4285714285714,86.7142857142857,7.57142857142857,17,2.42857142857143,0.571428571428571,0.714285714285714,7.28571428571429,0.428571428571429,0.857142857142857,11.1428571428571,17.2857142857143,1.42857142857143,0.142857142857143,1,0.714285714285714,1.42857142857143,"N"
"2014","frencra01",3,1924,27.3333333333333,62.3333333333333,9.66666666666667,12,2,0.333333333333333,0,6.33333333333333,1,0.333333333333333,7,4.66666666666667,1,0.333333333333333,2,1,3,"N"
"2015","frencwa01",6,1929,66.1666666666667,163.5,23.6666666666667,49.5,7.5,2,0.333333333333333,18.1666666666667,2.16666666666667,1.16666666666667,10.3333333333333,7.33333333333333,1,0.833333333333333,6.83333333333333,1,3,"N"
"2016","freylo01",16,1948,95.9375,344.8125,53,92.625,16.4375,4.3125,3.8125,34.3125,6.5625,0.875,32.8125,47,1,1.75,6.5625,1,4.5625,"N"
"2017","friasha01",4,2000,43.25,77.75,13.25,18,2.25,0.75,1,6.25,1.5,1.25,11.25,11.75,0.5,0,0.25,0,1.75,"N"
"2018","friaspe01",10,1981,72.3,134.6,13.2,32.3,4.9,0.8,0.1,10.8,1.2,0.8,13.6,4.9,1.4,0.5,3.6,1.1,3.1,"N"
"2019","fribebe01",15,1933,86.6,277.933333333333,36.2666666666667,78,12.0666666666667,2.93333333333333,2.53333333333333,31.4,3.4,4.53333333333333,33.2,31.4,1,1.06666666666667,9.26666666666667,1,3,"N"
"2020","fridlji01",3,1958,50.6666666666667,141.333333333333,16.6666666666667,35,4,1.66666666666667,2.66666666666667,17.6666666666667,1,1.33333333333333,27.6666666666667,11.6666666666667,0.666666666666667,1,1.66666666666667,0.666666666666667,5.33333333333333,"N"
"2021","frielbi01",3,1903,94.3333333333333,331.333333333333,41,81.3333333333333,11,5.66666666666667,2,26.6666666666667,7.66666666666667,1,28.3333333333333,20,1,1.66666666666667,9.66666666666667,1,3,"N"
"2022","frienow01",7,1956,29.7142857142857,85.4285714285714,9.85714285714286,19.4285714285714,3.42857142857143,0.285714285714286,1.85714285714286,10.8571428571429,0.285714285714286,0.285714285714286,15.5714285714286,7.85714285714286,0.571428571428571,0.285714285714286,2.14285714285714,0.571428571428571,3.28571428571429,"N"
"2023","friscfr01",19,1937,121.631578947368,479.578947368421,80.6315789473684,151.578947368421,24.5263157894737,7.26315789473684,5.52631578947368,65.4736842105263,22.0526315789474,4.57894736842105,14.3157894736842,38.3157894736842,1,1.63157894736842,12.0526315789474,1,5.10526315789474,"Y"
"2024","friskem01",3,1907,49.6666666666667,160.333333333333,22.6666666666667,42.6666666666667,4.66666666666667,2,1.33333333333333,14.3333333333333,2.33333333333333,1,21,15.3333333333333,1,4,3.66666666666667,1,3,"N"
"2025","fritzha01",3,1915,49.6666666666667,141,14.6666666666667,32,4.33333333333333,1.66666666666667,1,13,2,1,16.3333333333333,11,1,2.33333333333333,7.33333333333333,1,3,"N"
"2026","frobedo01",6,1987,44.6666666666667,90.3333333333333,11.6666666666667,18.1666666666667,3.5,0.666666666666667,3.33333333333333,9.66666666666667,2.16666666666667,1.66666666666667,25.8333333333333,9.16666666666667,1.33333333333333,0.333333333333333,1,0.333333333333333,2.33333333333333,"N"
"2027","fryeje01",9,2001,74.1111111111111,239.444444444444,35.1111111111111,69.5555555555556,15,1.22222222222222,1.77777777777778,21.5555555555556,6.22222222222222,2.77777777777778,31,23.5555555555556,0.222222222222222,2.44444444444444,4.55555555555556,2.33333333333333,4.44444444444444,"N"
"2028","fryerer01",8,2017,19.875,40.875,5.75,9.5,1.75,0.125,0.25,3.375,0.25,0.5,10,5.125,0.125,0.25,0.25,0.25,0.625,"N"
"2029","frymatr01",13,2002,130.615384615385,498.538461538462,68.8461538461538,136.615384615385,26.5384615384615,3.07692307692308,17.1538461538462,78.6153846153846,5.53846153846154,2.92307692307692,105.307692307692,46.3076923076923,1.46153846153846,3.15384615384615,1.15384615384615,6,11.8461538461538,"N"
"2031","fuentre01",3,2017,33.3333333333333,70,8.33333333333333,16.6666666666667,0.666666666666667,0.666666666666667,1,5,2.33333333333333,1,19.6666666666667,4.66666666666667,0,0,0.333333333333333,0,0,"N"
"2032","fuentti01",13,1978,115.307692307692,428.153846153846,46.9230769230769,114.692307692308,16.2307692307692,3.53846153846154,3.46153846153846,33.6923076923077,6.15384615384615,3.61538461538462,43.1538461538462,22.9230769230769,1.76923076923077,2.53846153846154,10.2307692307692,3.30769230769231,8.23076923076923,"N"
"2033","fukudko01",6,2012,99.3333333333333,321.5,44,83,18.5,2.16666666666667,7,32.5,4.83333333333333,4.83333333333333,67,51.1666666666667,2.83333333333333,1.33333333333333,2.33333333333333,3,5.83333333333333,"N"
"2034","fuldsa01",10,2015,59.9,135.4,17.7,30.8,6,1.8,1.2,11.2,6.7,2,22.7,15.3,0.4,0.6,1.6,0.6,2,"N"
"2035","fulleji01",3,1977,35.6666666666667,105,8,20.3333333333333,5.66666666666667,0,3.66666666666667,13.6666666666667,0.333333333333333,0.333333333333333,43.3333333333333,6.33333333333333,1,1.33333333333333,1,0,1.33333333333333,"N"
"2036","fulleve01",6,1970,54.1666666666667,130.833333333333,11.1666666666667,30.3333333333333,5.5,0.666666666666667,2.33333333333333,10.8333333333333,1,1,28.6666666666667,12.1666666666667,0.666666666666667,2,1.16666666666667,1,2.66666666666667,"N"
"2037","fullich01",9,1936,65.5555555555556,206.111111111111,33.8888888888889,60.8888888888889,10.2222222222222,1.55555555555556,1.33333333333333,18.5555555555556,5.11111111111111,1,12.5555555555556,14.6666666666667,1,1.55555555555556,2.55555555555556,1,4.11111111111111,"N"
"2038","fullmbr01",8,2004,100.875,348.625,49.375,97.25,25.375,2,14.25,55.25,4,2.625,46.625,27,4.125,4.625,0,2.875,8.875,"N"
"2039","fultzda01",5,1905,113.2,424.6,66.2,114.8,15.8,4.4,0.6,40,34,1,32.4,36.4,1,3.6,18.6,1,3,"N"
"2040","funkli01",4,1933,68.25,244,33.5,65.25,11.75,4,1.5,26.25,7.25,5.25,14.5,18.25,1,1.25,8.5,1,3,"N"
"2041","furcara01",15,2014,107.6,431.8,70.8666666666667,121.133333333333,20.7333333333333,4.6,7.53333333333333,39.1333333333333,20.9333333333333,6.26666666666667,60.6666666666667,42.8666666666667,1.6,1.46666666666667,3.66666666666667,2.6,5.6,"N"
"2042","furilca01",15,1960,120.4,425.2,59.6666666666667,127.333333333333,21.6,3.73333333333333,12.8,70.5333333333333,3.2,2.06666666666667,29.0666666666667,34.2666666666667,2.46666666666667,3.13333333333333,3.93333333333333,2.13333333333333,13.8,"N"
"2043","gabrile02",12,1970,59,147,14.8333333333333,37.1666666666667,5.33333333333333,1,3.08333333333333,14.6666666666667,1.66666666666667,1,26.25,12.0833333333333,1.66666666666667,0.333333333333333,1.41666666666667,0.833333333333333,1.75,"N"
"2044","gaettga01",22,2000,113.954545454545,406.863636363636,51.3636363636364,103.636363636364,20.1363636363636,1.77272727272727,16.3636363636364,60.9545454545455,4.36363636363636,2.95454545454545,72.8181818181818,28.8181818181818,2.59090909090909,4.36363636363636,1.45454545454545,4.72727272727273,10.7272727272727,"N"
"2045","gaffkfa01",6,1942,21.5,53.5,7.16666666666667,12.1666666666667,2.33333333333333,0.666666666666667,1.16666666666667,7,0.333333333333333,0.333333333333333,7.83333333333333,5,1,0.333333333333333,1,1,2.16666666666667,"N"
"2046","gagliph01",13,1974,54,108.538461538462,11.5384615384615,25.8461538461538,3.84615384615385,0.538461538461538,1.07692307692308,12.2307692307692,0.384615384615385,0.307692307692308,14.1538461538462,12.5384615384615,0.538461538461538,0.307692307692308,0.923076923076923,1.15384615384615,2.69230769230769,"N"
"2047","gagnegr01",15,1997,119.866666666667,378.2,47.4666666666667,96,19.7333333333333,3.33333333333333,7.4,40.2666666666667,7.2,6.4,74.7333333333333,24.4666666666667,1.33333333333333,2.66666666666667,5.93333333333333,2.53333333333333,7.4,"N"
"2048","gagnied01",3,1915,38.3333333333333,129.666666666667,10,25.3333333333333,4.33333333333333,0.666666666666667,0,9.66666666666667,3.33333333333333,1,9.66666666666667,7.66666666666667,1,0.666666666666667,3.66666666666667,1,3,"N"
